Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
06.09.2021,1,,0.002,,,0.001
06.09.2021,7,0.07,,1.0,0.07,0.003
06.09.2021,13,,0.013,,,0.009
06.09.2021,19,0.07,,3.2,0.17,0.005
07.09.2021,1,,0.003,,,0.002
07.09.2021,7,0.07,,3.1,0.06,0.004
07.09.2021,13,,0.016,,,0.008
07.09.2021,19,0.07,,2.1,0.13,0.006
08.09.2021,1,,0.003,,,0.002
08.09.2021,7,0.07,,0.9,0.05,0.006
08.09.2021,13,,0.016,,,0.011
08.09.2021,19,0.07,,1.3,0.16,0.010
09.09.2021,1,,0.003,,,0.002
09.09.2021,7,0.07,,0.7,0.04,0.003
