Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
18.07.2022,1,,0.003,,,0.003
18.07.2022,7,0.07,,0.6,0.06,0.009
18.07.2022,13,,0.010,,,0.007
18.07.2022,19,0.07,,0.7,0.06,0.011
19.07.2022,1,,0.003,,,0.002
19.07.2022,7,0.07,,0.2,0.04,0.006
19.07.2022,13,,0.008,,,0.008
19.07.2022,19,0.07,,0.2,0.00,0.007
20.07.2022,1,,0.003,,,0.003
20.07.2022,7,0.07,,0.2,0.03,0.006
20.07.2022,13,,0.013,,,0.010
20.07.2022,19,0.07,,0.4,0.11,0.012
21.07.2022,1,,0.003,,,0.002
21.07.2022,7,0.07,,0.2,0.03,0.004
