Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
22.07.2021,1,,0.003,,,0.003
22.07.2021,7,0.07,,1.1,0.05,0.005
22.07.2021,13,,0.017,,,0.010
22.07.2021,19,0.07,,2.1,0.10,0.008
23.07.2021,1,,0.008,,,0.005
23.07.2021,7,0.07,,1.3,0.18,0.008
23.07.2021,13,,0.020,,,0.009
23.07.2021,19,0.07,,1.9,0.16,0.012
24.07.2021,1,,0.003,,,0.003
24.07.2021,7,0.11,,1.1,0.10,0.006
24.07.2021,13,,0.015,,,0.011
24.07.2021,19,0.07,,1.4,0.14,0.013
26.07.2021,1,,0.003,,,0.005
26.07.2021,7,0.07,,1.0,0.12,0.007
