Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
30.11.2020,1,,0.012,,0.01,0.000
30.11.2020,7,0.07,0.015,0.3,0.01,0.001
30.11.2020,13,,0.024,,0.02,0.003
30.11.2020,19,0.07,0.029,0.5,0.02,0.002
01.12.2020,1,,0.011,,0.00,0.000
01.12.2020,7,0.07,0.019,0.2,0.01,0.002
1.12.2020,13,,0.023,,0.02,0.004
1.12.2020,19,0.07,0.028,0.3,0.03,0.003
2.12.2020,1,,0.012,,0.01,0.001
2.12.2020,7,0.07,0.015,0.2,0.01,0.002
02.12.2020,13,,0.019,,0.02,0.005
02.12.2020,19,0.07,0.023,0.3,0.02,0.004
03.12.2020,1,,0.008,,0.00,0.002
03.12.2020,7,0.07,0.012,0.2,0.01,0.003
03.12.2020,13,,0.015,,0.01,0.005
03.12.2020,19,0.07,0.020,0.5,0.02,0.002
04.12.2020,1,,0.012,,0.00,0.000
04.12.2020,7,0.07,0.014,0.2,0.01,0.001
