Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
30.12.2021,1,,0.011,,,0.002
30.12.2021,7,0.07,,0.2,0.05,0.003
30.12.2021,13,,0.022,,,0.009
30.12.2021,19,0.07,,0.8,0.15,0.007
31.12.2021,1,,0.009,,,0.002
31.12.2021,7,0.07,,1.4,0.06,0.005
31.12.2021,13,,0.022,,,0.010
31.12.2021,19,0.07,,2.1,0.13,0.008
03.01.2022,1,,0.009,,,0.002
03.01.2022,7,0.10,,0.8,0.05,0.004
03.01.2022,13,,0.026,,,0.008
03.01.2022,19,0.07,,1.0,0.18,0.006
04.01.2022,1,,0.011,,,0.002
04.01.2022,7,0.07,,1.4,0.05,0.005
