Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
24.05.2021,1,,0.002,,,0.000
24.05.2021,7,0.07,,0.5,0.07,0.001
24.05.2021,13,,0.010,,,0.005
24.05.2021,19,0.07,,1.1,0.13,0.003
25.05.2021,1,,0.006,,,0.002
25.05.2021,7,0.07,,0.8,0.04,0.006
25.05.2021,13,,0.011,,,0.008
25.05.2021,19,0.07,,0.9,0.11,0.007
26.05.2021,1,,0.003,,,0.002
26.05.2021,7,0.07,,1.4,0.03,0.005
26.05.2021,13,,0.015,,,0.009
26.05.2021,19,0.07,,2.0,0.10,0.007
27.05.2021,1,,0.006,,,0.001
27.05.2021,7,0.07,,1.1,0.09,0.002
