Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
18.10.2021,1,,0.005,,,0.000
18.10.2021,7,0.07,,1.0,0.04,0.003
18.10.2021,13,,0.020,,,0.007
18.10.2021,19,0.07,,1.5,0.10,0.006
19.10.2021,1,,0.008,,,0.002
19.10.2021,7,0.07,,1.1,0.07,0.004
19.10.2021,13,,0.019,,,0.010
19.10.2021,19,0.07,,1.6,0.13,0.006
20.10.2021,1,,0.005,,,0.002
20.10.2021,7,0.07,,1.0,0.08,0.005
20.10.2021,13,,0.016,,,0.010
20.10.2021,19,0.07,,1.4,0.12,0.009
21.10.2021,1,,0.006,,,0.002
21.10.2021,7,0.07,,1.2,0.06,0.006
