Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2020.12.04,01,,0.059,,0.11,0.001,,0.003
2020.12.04,07,0.17,,1.1,,0.001,0.028,0.005
2020.12.04,13,,,,,,,
2020.12.04,19,,,,,,,
2020.12.03,01,,0.052,,0.10,0.001,,0.004
2020.12.03,07,0.17,,1.3,,0.001,0.047,0.006
2020.12.03,13,,0.163,,0.21,0.003,,0.009
2020.12.03,19,0.17,,1.7,,0.003,0.071,0.005
2020.12.02,01,,0.063,,0.11,0.001,,0.003
2020.12.02,07,0.17,,1.1,,0.001,0.037,0.005
2020.12.02,13,,0.135,,0.23,0.003,,0.010
2020.12.02,19,0.17,,2.0,,0.003,0.080,0.008
2020.12.01,01,,0.071,,0.09,0.000,,0.002
2020.12.01,07,0.17,,1.4,,0.001,0.032,0.004
2020.12.01,13,,0.143,,0.21,0.003,,0.009
2020.12.01,19,0.17,,1.6,,0.003,0.062,0.008
2020.11.30,01,,0.065,,0.11,0.000,,0.002
2020.11.30,07,0.17,,0.9,,0.001,0.037,0.005
2020.11.30,13,,0.192,,0.23,0.003,,0.008
2020.11.30,19,0.17,,1.8,,0.002,0.097,0.007
