Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.06.01,01,,,,,,,
2022.06.01,07,,,1.6,,,,
2022.06.01,13,,,,,,,
2022.06.01,19,,,,,,,
2022.05.31,01,,,,,,,
2022.05.31,07,,,1.6,,,,
2022.05.31,13,,,,,,,
2022.05.31,19,,,2.4,,,,
2022.05.30,01,,,,,,,
2022.05.30,07,,,1.5,,,,
2022.05.30,13,,,,,,,
2022.05.30,19,,,1.7,,,,
2022.05.28,01,,,,,,,
2022.05.28,07,,,1.5,,,,
2022.05.28,13,,,,,,,
2022.05.28,19,,,1.8,,,,
2022.05.27,01,,,,,,,
2022.05.27,07,,,1.7,,,,
2022.05.27,13,,,,,,,
2022.05.27,19,,,3.6,,,,
2022.05.26,01,,,,,,,
2022.05.26,07,,,1.6,,,,
2022.05.26,13,,,,,,,
2022.05.26,19,,,2.0,,,,
