Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
20.01.2022,1,,0.009,,,0.001
20.01.2022,7,0.07,,0.4,0.07,0.004
20.01.2022,13,,0.023,,,0.008
20.01.2022,19,0.07,,0.6,0.17,0.005
21.01.2022,1,,0.009,,,0.002
21.01.2022,7,0.07,,0.8,0.08,0.003
21.01.2022,13,,0.025,,,0.006
21.01.2022,19,0.07,,1.1,0.15,0.005
22.01.2022,1,,0.011,,,0.002
22.01.2022,7,0.07,,0.6,0.07,0.005
22.01.2022,13,,0.024,,,0.007
22.01.2022,19,0.07,,0.8,0.13,0.006
24.01.2022,1,,0.009,,,0.002
24.01.2022,7,0.07,,0.6,0.06,0.005
