Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
08.07.2021,1,,0.003,,,0.003
08.07.2021,7,0.07,,1.4,0.09,0.007
08.07.2021,13,,0.017,,,0.010
08.07.2021,19,0.07,,2.5,0.16,0.013
09.07.2021,1,,0.003,,,0.003
09.07.2021,7,0.07,,2.0,0.06,0.007
09.07.2021,13,,0.015,,,0.008
09.07.2021,19,0.07,,2.6,0.15,0.012
10.07.2021,1,,0.003,,,0.001
10.07.2021,7,0.07,,0.8,0.08,0.004
10.07.2021,13,,0.012,,,0.007
10.07.2021,19,0.07,,1.1,0.15,0.005
12.07.2021,1,,0.005,,,0.002
12.07.2021,7,0.07,,1.1,0.08,0.006
