Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.11.08,01,,0.013,,0.06,0.04,0.000,,0.002
2021.11.08,07,0.07,0.017,1.6,0.07,0.04,0.001,0.01,0.006
2021.11.08,13,,,,,,,,
2021.11.08,19,,,,,,,,
2021.11.06,01,,0.011,,0.08,0.05,0.001,,0.003
2021.11.06,07,0.07,0.017,1.4,0.11,0.06,0.001,0.01,0.006
2021.11.06,13,,0.020,,0.22,0.13,0.001,,0.012
2021.11.06,19,0.07,0.017,2.4,0.29,0.14,0.001,0.01,0.010
2021.11.05,01,,0.014,,0.09,0.05,0.001,,0.002
2021.11.05,07,0.07,0.021,1.8,0.13,0.07,0.001,0.00,0.007
2021.11.05,13,,0.017,,0.22,0.13,0.001,,0.014
2021.11.05,19,0.07,0.023,2.0,0.27,0.15,0.001,0.01,0.012
2021.11.04,01,,0.014,,0.07,0.05,0.001,,0.002
2021.11.04,07,0.07,0.019,1.9,0.09,0.05,0.001,0.00,0.005
2021.11.04,13,,0.016,,0.26,0.16,0.002,,0.010
2021.11.04,19,0.11,0.025,2.8,0.22,0.15,0.001,0.01,0.008
2021.11.03,01,,0.011,,0.07,0.04,0.001,,0.002
2021.11.03,07,0.07,0.014,1.3,0.10,0.06,0.001,0.01,0.004
2021.11.03,13,,0.021,,0.13,,0.001,,0.011
2021.11.03,19,0.07,0.027,2.3,0.18,0.19,0.001,0.01,0.072
2021.11.02,01,,0.012,,0.07,0.05,0.000,,0.002
2021.11.02,07,0.07,0.019,1.7,0.11,0.06,0.001,0.01,0.005
2021.11.02,13,,0.016,,0.17,0.10,0.002,,0.010
2021.11.02,19,0.11,0.022,1.7,0.25,0.13,0.001,0.01,0.008
