Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
20.05.2021,1,,0.003,,,0.000
20.05.2021,7,0.07,,0.8,0.04,0.002
20.05.2021,13,,0.013,,,0.006
20.05.2021,19,0.07,,1.2,0.13,0.004
21.05.2021,1,,0.003,,,0.002
21.05.2021,7,0.07,,0.9,0.07,0.003
21.05.2021,13,,0.015,,,0.007
21.05.2021,19,0.07,,1.4,0.09,0.005
22.05.2021,1,,0.003,,,0.002
22.05.2021,7,0.07,,0.6,0.05,0.004
22.05.2021,13,,0.013,,,0.008
22.05.2021,19,0.07,,0.7,0.11,0.006
24.05.2021,1,,0.002,,,0.000
24.05.2021,7,0.07,,0.5,0.07,0.001
