Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
14.02.2022,1,,0.009,,,0.002
14.02.2022,7,0.07,,0.5,0.05,0.004
14.02.2022,13,,0.026,,,0.006
14.02.2022,19,0.07,,0.9,0.17,0.009
15.02.2022,1,,0.014,,,0.002
15.02.2022,7,0.07,,0.7,0.06,0.005
15.02.2022,13,,0.022,,,0.009
15.02.2022,19,0.07,,0.8,0.18,0.007
16.02.2022,1,,0.012,,,0.003
16.02.2022,7,0.07,,0.6,0.07,0.005
16.02.2022,13,,0.018,,,0.011
16.02.2022,19,0.07,,0.6,0.20,0.008
17.02.2022,1,,0.009,,,0.002
17.02.2022,7,0.07,,0.4,0.07,0.005
