Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2020.11.30,01,,0.059,,0.07,0.01,0.000,,0.001
2020.11.30,07,0.07,0.079,1.0,0.08,0.05,0.001,0.01,0.002
2020.11.30,13,,,,,,,,
2020.11.30,19,,,,,,,,
2020.11.28,01,,0.049,,0.05,0.03,0.000,,0.002
2020.11.28,07,0.07,0.069,0.9,0.09,0.06,0.001,0.01,0.003
2020.11.28,13,,0.150,,0.16,0.09,0.003,,0.008
2020.11.28,19,0.07,0.163,1.6,0.22,0.13,0.002,0.01,0.005
2020.11.27,01,,0.047,,0.10,0.04,0.000,,0.002
2020.11.27,07,0.07,0.061,1.4,0.12,0.06,0.001,0.01,0.004
2020.11.27,13,,0.148,,0.14,0.09,0.003,,0.010
2020.11.27,19,0.07,0.185,2.2,0.19,0.11,0.002,0.01,0.08
2020.11.26,01,,0.059,,0.08,0.05,0.001,,0.002
2020.11.26,07,0.10,0.070,2.1,0.11,0.06,0.002,0.01,0.005
2020.11.26,13,,0.114,,0.17,0.09,0.003,,0.008
2020.11.26,19,0.07,0.156,2.5,0.23,0.11,0.003,0.01,0.006
2020.11.25,01,,0.063,,0.06,0.04,0.000,,0.002
2020.11.25,07,0.10,0.077,1.5,0.10,0.06,0.001,0.01,0.004
2020.11.25,13,,0.135,,0.19,0.12,0.003,,0.009
2020.11.25,19,0.07,0.149,2.6,0.21,0.13,0.002,0.02,0.007
2020.11.24,01,,0.055,,0.09,0.05,0.001,,0.003
2020.11.24,07,0.07,0.074,1.4,0.11,0.07,0.001,0.01,0.006
2020.11.24,13,,0.172,,0.20,0.12,0.003,,0.009
2020.11.24,19,0.07,0.193,2.4,0.22,0.14,0.003,0.02,0.008
