Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
09.12.2021,1,,0.002,,0.00,0.000
09.12.2021,7,0.07,0.005,0.3,0.01,0.001
09.12.2021,13,,0.008,,0.01,0.005
09.12.2021,19,0.07,0.011,0.7,0.02,0.004
10.12.2021,1,,0.003,,0.00,0.002
10.12.2021,7,0.07,0.006,0.5,0.01,0.003
10.12.2021,13,,0.011,,0.02,0.005
10.12.2021,19,0.07,0.009,0.4,0.01,0.004
11.12.2021,1,,0.002,,0.01,0.001
11.12.2021,7,0.07,0.009,0.2,0.01,0.002
11.12.2021,13,,0.008,,0.02,0.006
11.12.2021,19,0.07,0.011,0.4,0.02,0.003
13.12.2021,1,,0.003,,0.00,0.000
13.12.2021,7,0.07,0.006,0.2,0.01,0.001
13.12.2021,13,,0.011,,0.01,0.004
13.12.2021,19,0.07,0.009,0.3,0.01,0.003
14.12.2021,1,,0.006,,0.00,0.001
14.12.2021,7,0.07,0.009,0.2,0.01,0.002
