Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
17.05.2021,1,,0.002,,,0.002
17.05.2021,7,0.07,,0.6,0.06,0.005
17.05.2021,13,,0.015,,,0.007
17.05.221,19,0.07,,1.4,0.13,0.003
18.05.2021,1,,0.002,,,0.001
18.05.2021,7,0.07,,0.8,0.04,0.002
18.05.2021,13,,0.016,,,0.005
18.05.2021,19,0.07,,1.1,0.09,0.003
19.05.2021,1,,0.003,,,0.000
19.05.2021,7,0.07,,1.0,0.02,0.002
19.05.2021,13,,0.010,,,0.004
19.05.2021,19,0.07,,1.6,0.05,0.006
20.05.2021,1,,0.003,,,0.000
20.05.2021,7,0.07,,0.8,0.04,0.002
