Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.05.28,01,,0.003,,0.07,0.04,0.000,,0.001
2021.05.28,07,0.07,0.01,1.6,0.08,0.05,0.001,0.00,0.004
2021.05.28,13,,,,,,,,
2021.05.28,19,,,,,,,,
2021.05.27,01,,0.006,,0.08,0.05,0.000,,0.003
2021.05.27,07,0.11,0.019,2.0,0.12,0.07,0.001,0.00,0.006
2021.05.27,13,,0.017,,0.11,0.07,0.001,,0.010
2021.05.27,19,0.07,0.013,3.0,0.18,0.12,0.001,0.01,0.007
2021.05.26,01,,0.005,,0.09,0.05,0.000,,0.003
2021.05.26,07,0.11,0.016,1.5,0.11,0.07,0.001,0.00,0.005
2021.05.26,13,,0.021,,0.17,0.11,0.001,,0.011
2021.05.26,19,0.15,0.018,2.9,0.24,0.16,0.001,0.01,0.009
2021.05.25,01,,0.006,,0.05,0.03,0.000,,0.002
2021.05.25,07,0.07,0.016,1.8,0.08,0.05,0.001,0.00,0.004
2021.05.25,13,,0.020,,0.11,0.07,0.001,,0.012
2021.05.25,19,0.11,0.018,2.2,0.16,0.11,0.001,0.01,0.010
2021.05.24,01,,0.006,,0.07,0.04,0.000,,0.002
2021.05.24,07,0.07,0.016,0.9,0.08,0.05,0.001,0.00,0.004
2021.05.24,13,,0.019,,0.17,0.11,0.001,,0.007
2021.05.24,19,0.18,0.022,2.6,0.23,0.15,0.001,0.01,0.008
2021.05.22,01,,0.006,,0.06,0.04,0.000,,0.003
2021.05.22,07,0.07,0.016,1.3,0.10,0.06,0.001,0.00,0.005
2021.05.22,13,,0.020,,0.12,0.08,0.002,,0.011
2021.05.22,19,0.11,0.018,1.0,0.18,0.12,0.001,0.01,0.008
