Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2020.10.23,01,,0.056,,0.14,0.001,,0.004
2020.10.23,07,0.18,,1.1,,0.002,0.039,0.006
2020.10.23,13,,,,,,,
2020.10.23,19,,,,,,,
2020.10.22,01,,0.064,,0.12,0.000,,0.003
2020.10.22,07,0.18,,1.0,,0.002,0.036,0.006
2020.10.22,13,,0.129,,0.27,0.003,,0.008
2020.10.22,19,0.18,,2.3,,0.002,0.088,0.006
2020.10.21,01,,0.058,,0.08,0.001,,0.002
2020.10.21,07,0.17,,1.6,,0.001,0.007,0.005
2020.10.21,13,,0.156,,0.22,0.002,,0.006
2020.10.21,19,0.18,,2.2,,0.002,0.071,0.004
2020.10.20,01,,0.066,,0.11,0.000,,0.001
2020.10.20,07,0.18,,1.5,,0.001,0.013,0.004
2020.10.20,13,,0.136,,0.19,0.003,,0.006
2020.10.20,19,0.17,,1.4,,0.002,0.063,0.005
2020.10.19,01,,0.053,,0.11,0.001,,0.002
2020.10.19,07,0.17,,0.5,,0.001,0.019,0.006
2020.10.19,13,,0.141,,0.17,0.002,,0.007
2020.10.19,19,0.17,,1.6,,0.002,0.08,0.003
2020.10.17,01,,0.048,,0.06,0.001,,0.002
2020.10.17,07,0.14,,0.8,,0.002,0.025,0.004
2020.10.17,13,,0.120,,0.13,0.002,,0.005
2020.10.17,19,0.18,,0.7,,0.002,0.076,0.002
2020.10.16,01,,0.042,,0.16,0.001,,0.002
2020.10.16,07,0.18,,1.0,,0.002,0.050,0.006
2020.10.16,13,,0.140,,0.22,0.003,,0.007
2020.10.16,19,0.18,,1.4,,0.002,0.087,0.004
