Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
16.06.2021,1,,0.007,,,0.003
16.06.2021,7,0.07,,0.9,0.07,0.005
16.06.2021,13,,0.017,,,0.010
16.06.2021,19,0.07,,1.0,0.11,0.008
17.06.2021,1,,0.007,,,0.002
17.06.2021,7,0.07,,0.7,0.06,0.003
17.06.2021,13,,0.015,,,0.011
17.06.2021,19,0.07,,1.6,0.15,0.009
18.06.2021,1,,0.005,,,0.003
18.06.2021,7,0.07,,1.1,0.07,0.004
18.06.2021,13,,0.013,,,0.009
18.06.2021,19,0.07,,1.7,0.16,0.008
19.06.2021,1,,0.003,,,0.003
19.06.2021,7,0.07,,0.6,0.08,0.005
19.06.2021,13,,0.022,,,0.011
19.06.2021,19,0.07,,0.7,0.12,0.009
22.06.2021,1,,0.007,,,0.004
22.06.2021,7,0.07,,0.6,0.06,0.006
