Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
01.07.2021,1,,0.007,,,0.002
01.07.2021,7,0.07,,1.5,0.08,0.006
01.07.2021,13,,0.014,,,0.012
01.07.2021,19,0.08,,2.5,0.12,0.010
02.07.2021,1,,0.003,,,0.003
02.07.2021,7,0.07,,1.4,0.12,0.006
02.07.2021,13,,0.017,,,0.011
02.07.2021,19,0.07,,2.3,0.17,0.009
03.07.2021,1,,0.003,,,0.002
03.07.2021,7,0.07,,1.0,0.10,0.005
03.07.2021,13,,0.014,,,0.010
03.07.2021,19,0.07,,1.3,0.16,0.008
05.07.2021,1,,0.003,,,0.003
05.07.2021,7,0.07,,0.9,0.15,0.006
