Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
08.11.2021,1,,0.011,,,0.002
08.11.2021,7,0.07,,1.1,0.06,0.005
08.11.2021,13,,0.016,,,0.007
08.11.2021,19,0.07,,1.4,0.20,0.006
09.11.2021,1,,0.014,,,0.002
09.11.2021,7,0.07,,0.9,0.08,0.006
09.11.2021,13,,0.023,,,0.009
09.11.2021,19,0.07,,1.1,0.26,0.006
10.11.2021,1,,0.020,,,0.001
10.11.2021,7,0.07,,1.1,0.07,0.004
10.11.2021,13,,0.023,,,0.007
10.11.2021,19,0.07,,1.8,0.23,0.005
11.11.2021,1,,0.015,,,0.000
11.11.2021,7,0.07,,1.0,0.06,0.002
