Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
25.04.2022,1,,0.014,,0.00,0.001
25.04.2022,7,0.07,0.019,1.2,0.08,0.000
25.04.2022,13,,0.023,,0.02,0.002
25.04.2022,19,0.07,0.022,1.6,0.02,0.001
26.04.2022,1,,0.011,,0.01,0.000
26.04.2022,7,0.07,0.016,1.0,0.01,0.001
26.04.2022,13,,0.026,,0.02,0.002
26.04.2022,19,0.07,0.023,1.2,0.03,0.002
27.04.2022,1,,0.003,,0.00,0.001
27.04.2022,7,0.07,0.017,0.9,0.01,0.000
27.04.2022,13,,0.026,,0.02,0.002
27.04.2022,19,0.07,0.023,1.4,0.02,0.006
28.04.202,1,,0.013,,0.01,0.002
28.04.2022,7,0.07,0.017,1.3,0.01,0.003
