Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
18.10.2021,1,,0.002,,0.00,0.000
18.10.2021,7,0.07,0.006,0.2,0.01,0.001
18.10.2021,13,,0.013,,0.01,0.003
18.10.2021,19,0.07,0.009,0.4,0.02,0.002
19.10.2021,1,,0.003,,0.00,0.001
19.10.2021,7,0.07,0.009,0.2,0.01,0.004
19.10.2021,13,,0.014,,0.02,0.006
19.10.2021,19,0.07,0.008,0.5,0.01,0.003
20.10.2021,1,,0.002,,0.00,0.001
20.10.2021,7,0.07,0.006,0.2,0.00,0.002
20.10.2021,13,,0.011,,0.02,0.005
20.10.2021,19,0.07,0.005,0.5,0.02,0.004
21.10.2021,1,,0.000,,0.01,0.002
21.10.2021,7,0.07,0.003,0.4,0.01,0.003
21.10.2021,13,,0.016,,0.03,0.007
21.10.2021,19,0.07,0.021,0.6,0.04,0.005
22.10.2021,1,,0.007,,0.02,0.002
22.10.2021,7,0.07,0.011,0.5,0.02,0.004
