Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2020.11.20,01,,0.070,,0.10,0.001,,0.002
2020.11.20,07,0.17,,0.9,,0.001,0.021,0.005
2020.11.20,13,,,,,,,
2020.11.20,19,,,,,,,
2020.11.19,01,,0.058,,0.12,0.000,,0.003
2020.11.19,07,0.17,,1.2,,0.001,0.030,0.005
2020.11.19,13,,0.176,,0.25,0.003,,0.008
2020.11.19,19,0.17,,1.7,,0.002,0.066,0.007
2020.11.18,01,,0.064,,0.09,0.000,,0.002
2020.11.18,07,0.17,,0.9,,0.001,0.022,0.004
2020.11.18,13,,0.198,,0.24,0.002,,0.010
2020.11.18,19,0.17,,1.6,,0.002,0.089,0.008
2020.11.17,01,,0.057,,0.10,0.000,,0.003
2020.11.17,07,0.17,,1.5,,0.001,0.028,0.006
2020.11.17,13,,0.191,,0.16,0.002,,0.008
2020.11.17,19,0.17,,1.2,,0.002,0.074,0.007
2020.11.16,01,,0.064,,0.11,0.001,,0.002
2020.11.16,07,0.17,,0.9,,0.001,0.033,0.005
2020.11.16,13,,0.175,,0.23,0.003,,0.009
2020.11.16,19,0.17,,2.2,,0.002,0.099,0.008
2020.11.14,01,,0.053,,0.09,0.001,,0.002
2020.11.14,07,0.17,,1.4,,0.001,0.026,0.005
2020.11.14,13,,0.149,,0.16,0.003,,0.010
2020.11.14,19,0.17,,2.6,,0.003,0.086,0.007
2020.11.13,01,,0.058,,0.11,0.001,,0.002
2020.11.13,07,0.17,,1.0,,0.001,0.033,0.006
2020.11.13,13,,0.181,,0.18,0.003,,0.009
2020.11.13,19,0.17,,2.1,,0.002,0.092,0.008
