Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
13.10.2021,1,,0.002,,0.00,0.001
13.10.2021,7,0.07,0.01,0.4,0.01,0.002
13.10.2021,13,,0.010,,0.02,0.003
13.10.2021,7,0.07,0.006,0.5,0.02,0.002
15.10.2021,1,,0.003,,0.00,0.002
15.10.2021,7,0.07,0.008,0.2,0.00,0.002
15.10.2021,13,,0.010,,0.02,0.004
15.10.2021,19,0.07,0.006,0.5,0.01,0.002
16.10.2021,1,,0.002,,0.01,0.000
16.10.2021,7,0.07,0.008,0.3,0.01,0.001
16.10.2021,13,,0.013,,0.02,0.003
16.10.2021,19,0.07,0.009,0.5,0.02,0.002
18.10.2021,1,,0.002,,0.00,0.000
18.10.2021,7,0.07,0.006,0.2,0.01,0.001
