Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
25.08.2022,1,,0.000,,0.00,0.003
25.08.2022,7,0.07,0.005,0.9,0.001,0.005
25.08.2022,13,,0.008,,0.02,0.009
25.08.2022,19,0.08,0.012,0.8,0.01,0.008
26.08.2022,1,,0.002,,0.00,0.002
26.08.2022,7,0.07,0.005,0.8,0.01,0.007
26.08.2022,13,,0.010,,0.01,0.010
26.08.2022,19,0.08,0.008,1.3,0.02,0.008
27.08.2022,1,,0.002,,0.01,0.003
27.08.2022,7,0.07,0.005,0.7,0.01,0.004
27.08.2022,13,,0.008,,0.02,0.008
27.08.2022,19,0.08,0.007,0.4,0.01,0.007
29.08.2022,1,,0.000,,0.00,0.002
29.08.2022,7,0.07,0.005,0.5,0.01,0.003
29.08.2022,13,,0.010,,0.02,0.008
29.08.2022,19,0.08,0.008,1.0,0.01,0.006
30.08.2022,1,,0.002,,0.01,0.001
30.08.2022,7,0.07,0.007,0.8,0.01,0.003
