Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
28.07.2022,1,,0.000,,0.00,0.002
28.07.2022,7,0.07,0.003,0.1,0.01,0.005
28.07.2022,13,,0.008,,0.02,0.009
28.07.2022,19,0.07,0.007,0.2,0.02,0.006
29.07.2022,1,,0.002,,0.01,0.002
29.07.2022,7,0.07,0.005,0.2,0.01,0.004
29.07.2022,13,,0.008,,0.02,0.008
29.07.2022,19,0.07,0.007,0.5,0.03,0.005
30.07.2022,1,,0.000,,0.00,0.002
30.07.2022,7,0.07,0.003,0.2,0.01,0.003
30.07.2022,13,,0.007,,0.01,0.008
30.07.2022,19,0.08,0.003,0.4,0.02,0.006
01.08.2022,1,,0.000,,0.00,0.002
01.08.2022,7,0.07,0.003,0.4,0.01,0.005
01.08.2022,13,,0.010,,0.02,0.010
01.08.2022,19,0.08,0.007,0.5,0.01,0.007
02.08.2022,1,,0.002,,0.00,0.001
02.08.2022,7,0.07,0.005,0.4,0.00,0.003
