Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
24.01.2022,1,,0.009,,,0.002
24.01.2022,7,0.07,,0.6,0.06,0.005
24.01.2022,13,,0.025,,,0.008
24.01.2022,19,0.07,,1.0,0.12,0.005
25.01.2022,1,,0.009,,,0.002
25.01.2022,7,0.07,,0.7,0.05,0.004
25.01.2022,13,,0.025,,,0.009
25.01.2022,19,0.07,,0.8,0.12,0.009
26.01.2022,1,,0.011,,,0.001
26.01.2022,7,0.07,,0.5,0.06,0.003
26.01.2022,13,,0.025,,,0.005
26.01.2022,19,0.07,,0.6,0.17,0.007
27.01.2022,1,,0.011,,,0.002
27.01.2022,7,0.07,,0.5,0.05,0.005
