Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.12.29,01,,0.014,,0.07,0.000,,0.002
2021.12.29,07,0.17,,0.5,,0.001,0.023,0.005
2021.12.29,13,,,,,,,
2021.12.29,19,,,,,,,
2021.12.28,01,,0.014,,0.04,0.000,,0.002
2021.12.28,07,0.16,,0.6,,0.001,0.026,0.004
2021.12.28,13,,0.026,,0.18,0.001,,0.007
2021.12.28,19,0.17,,0.8,,0.001,0.077,0.005
2021.12.27,01,,0.014,,0.05,0.000,,0.002
2021.12.27,07,0.13,,0.8,,0.001,0.032,0.005
2021.12.27,13,,0.028,,0.14,0.001,,0.009
2021.12.27,19,0.17,,0.5,,0.001,0.086,0.007
2021.12.25,01,,,,,,,
2021.12.25,07,,,,,,,
2021.12.25,13,,,,,,,
2021.12.25,19,,,,,,,
2021.12.24,01,,0.014,,0.06,0.000,,0.002
2021.12.24,07,0.013,,0.9,,0.001,0.036,0.004
2021.12.24,13,,0.030,,0.15,0.001,,0.009
2021.12.24,19,0.17,,1.0,,0.001,0.100,0.008
2021.12.23,01,,0.015,,0.07,0.000,,0.001
2021.12.23,07,0.16,,0.6,,0.001,0.028,0.003
2021.12.23,13,,0.026,,0.19,0.001,,0.008
2021.12.23,19,0.16,,1.0,,0.001,0.092,0.006
