Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
30.06.2022,1,,0.008,,,0.008
30.06.2022,7,0.07,,1.7,0.07,0.003
30.06.2022,13,,0.013,,,0.010
30.06.2022,19,0.07,,1.5,0.10,0.012
01.07.2022,1,,0.007,,,0.003
01.07.2022,7,0.07,,1.7,0.03,0.006
01.07.2022,13,,0.015,,,0.013
01.07.2022,19,0.07,,1.9,0.10,0.009
02.07.2022,1,,0.003,,,0.003
02.07.2022,7,0.07,,1.6,0.05,0.007
02.07.2022,13,,0.013,,,0.014
02.07.2022,19,0.07,,1.9,0.12,0.011
04.07.2022,1,,0.005,,,0.002
04.07.2022,7,0.07,,1.8,0.07,0.004
