Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
03.02.2022,1,,0.009,,0.00,0.001
03.02.2022,7,0.07,0.029,0.3,0.01,0.004
03.02.2022,13,,0.019,,0.02,0.006
03.02.2022,19,0.07,0.016,0.5,0.01,0.003
04.02.2022,1,,0.009,,0.00,0.001
04.02.2022,7,0.07,0.014,0.2,0.01,0.002
04.02.2022,13,,0.011,,0.01,0.005
04.02.2022,19,0.07,0.017,0.6,0.01,0.004
05.02.2022,1,,0.006,,0.00,0.002
05.02.2022,7,0.07,0.011,0.2,0.01,0.003
05.02.2022,13,,0.009,,0.02,0.005
05.02.2022,19,0.07,0.014,0.3,0.01,0.002
07.02.2022,1,,0.005,,0.00,0.000
07.02.2022,7,0.07,0.008,0.1,0.01,0.001
07.02.2022,13,,0.011,,0.02,0.004
07.02.2022,19,0.07,0.063,0.5,0.02,0.003
08.02.2022,1,,0.006,,0.01,0.000
08.02.2022,7,0.07,0.003,0.2,0.01,0.002
