Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
25.04.2022,1,,0.016,,,0.002
25.04.2022,7,0.11,,1.0,0.07,0.000
25.04.2022,13,,0.031,,,0.003
25.04.2022,19,0.07,,1.36,0.13,0.007
26.04.2022,1,,0.018,,,0.000
26.04.2022,7,0.07,,1.4,0.09,0.002
26.04.2022,13,,0.026,,,0.003
26.04.2022,19,0.11,,1.6,0.18,0.005
27.04.2022,1,,0.014,,,0.001
27.04.2022,7,0.10,,1.4,0.07,0.002
27.04.2022,13,,0.027,,,0.004
27.04.2022,19,0.11,,1.6,0.24,0.006
28.04.2022,1,,0.016,,,0.002
28.04.2022,7,0.07,,1.2,0.04,0.004
