Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
16.05.2022,1,,0.014,,,0.002
16.05.2022,7,0.07,,0.9,0.09,0.005
16.05.2022,13,,0.026,,,0.009
16.05.2022,19,0.07,,1.1,0.19,0.007
17.05.2022,1,,0.016,,,0.002
17.05.2022,7,0.07,,0.9,0.09,0.006
17.05.2022,13,,0.036,,,0.008
17.05.2022,19,0.07,,1.1,0.18,0.007
18.05.2022,1,,0.022,,,0.001
18.05.2022,7,0.07,,1.2,0.08,0.003
18.05.2022,13,,0.038,,,0.009
18.05.2022,19,0.07,,1.5,0.16,0.008
19.05.2022,1,,0.016,,,0.002
19.05.2022,7,0.07,,1.0,0.15,0.007
