Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
05.08.2021,1,,0.003,,,0.002
05.08.2021,7,0.07,,1.3,0.09,0.005
05.08.2021,13,,0.017,,,0.011
05.08.2021,19,0.07,,2.7,0.16,0.013
06.08.2021,1,,0.003,,,0.002
06.08.2021,7,0.07,,1.1,0.08,0.004
06.08.2021,13,,0.018,,,0.010
06.08.2021,19,0.07,,2.5,0.11,0.008
07.08.2021,1,,0.003,,,0.003
07.08.2021,7,0.07,,1.7,0.08,0.006
07.08.20.21,13,,0.015,,,0.011
07.08.2021,19,0.07,,1.8,0.14,0.014
09.80.2021,1,,0.003,,,0.002
09.80.2021,7,0.07,,1.4,0.08,0.005
