Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
13.05.2021,1,,0.000,,0.01,0.001
13.05.2021,7,0.07,0.005,0.2,0.01,0.002
13.05.2021,13,,0.010,,0.02,0.003
13.05.2021,19,0.07,0.008,0.4,0.03,0.002
14.05.2021,1,,0.002,,0.01,0.000
14.05.2021,7,0.07,0.005,0.2,0.01,0.001
14.05.2021,13,,0.007,,0.02,0.004
14.05.2021,19,0.07,0.007,0.6,0.02,0.002
15.05.2021,1,,0.000,,0.01,0.001
15.05.2021,7,0.07,0.005,0.2,0.02,0.002
15.05.2021,13,,0.008,,0.02,0.003
15.05.2021,19,0.07,0.007,0.4,0.03,0.002
17.05.2021,1,,0.000,,0.00,0.002
17.05.2021,7,0.07,0.003,0.1,0.01,0.003
