Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.06.09,01,,0.008,,0.10,0.000,,0.005
2021.06.09,07,0.18,,1.5,,0.001,0.040,0.007
2021.06.09,13,,,,,,,
2021.06.09,19,,,,,,,
2021.06.08,01,,0.010,,0.13,0.000,,0.004
2021.06.08,07,0.18,,1.3,,0.001,0.046,0.007
2021.06.08,13,,0.022,,0.20,0.002,,0.013
2021.06.08,19,0.19,,2.6,,0.001,0.080,0.012
2021.06.07,01,,0.010,,0.11,0.000,,0.002
2021.06.07,07,0.14,,2.2,,0.001,0.035,0.006
2021.06.07,13,,0.023,,0.26,0.002,,0.012
2021.06.07,19,0.18,,2.5,,0.001,0.062,0.011
2021.06.05,01,,0.007,,0.10,0.000,,0.003
2021.06.05,07,0.18,,1.2,,0.001,0.053,0.005
2021.06.05,13,,0.020,,0.22,0.002,,0.012
2021.06.05,19,0.18,,1.4,,0.001,0.084,0.009
2021.06.04,01,,0.011,,0.12,0.000,,0.004
2021.06.04,07,0.18,,1.5,,0.001,0.047,0.006
2021.06.04,13,,0.023,,0.19,0.002,,0.013
2021.06.04,19,0.18,,3.0,,0.001,0.072,0.010
2021.06.03,01,,0.013,,0.10,0.000,,0.002
2021.06.03,07,0.18,,1.2,,0.001,0.039,0.006
2021.06.03,13,,0.023,,0.20,0.001,,0.010
2021.06.03,19,0.18,,1.8,,0.001,0.079,0.011
