Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.05.17,01,,0.003,,0.08,0.05,0.000,,0.002
2021.05.17,07,0.11,0.012,1.4,0.10,0.06,0.001,0.00,0.006
2021.05.17,13,,,,,,,,
2021.05.17,19,,,,,,,,
2021.05.15,01,,0.005,,0.06,0.04,0.000,,0.002
2021.05.15,07,0.11,0.015,0.5,0.12,0.08,0.001,0.00,0.005
2021.05.15,13,,0.021,,0.14,0.09,0.001,,0.007
2021.05.15,19,0.15,0.020,1.0,0.18,0.11,0.001,0.01,0.008
2021.05.14,01,,0.008,,0.04,0.03,0.000,,0.002
2021.05.14,07,0.07,0.016,1.4,0.09,0.06,0.001,0.00,0.004
2021.05.14,13,,0.023,,0.16,0.10,0.001,,0.010
2021.05.14,19,0.18,0.021,1.6,0.19,0.12,0.001,0.01,0.008
2021.05.13,01,,0.006,,0.08,0.05,0.000,,0.002
2021.05.13,07,0.11,0.014,1.0,0.09,0.06,0.001,0.00,0.003
2021.05.13,13,,0.019,,0.18,0.11,0.001,,0.009
2021.05.13,19,0.14,0.018,1.6,0.24,0.15,0.001,0.01,0.007
2021.05.12,01,,0.003,,0.07,0.05,0.001,,0.002
2021.05.12,07,0.07,0.013,0.9,0.10,0.06,0.001,0.00,0.004
2021.05.12,13,,0.019,,0.14,0.09,0.001,,0.007
2021.05.12,19,0.14,0.018,1.3,0.17,0.11,0.001,0.01,0.005
2021.05.11,01,,0.010,,0.07,0.04,0.000,,0.002
2021.05.11,07,0.07,0.017,1.4,0.09,0.05,0.001,0.01,0.005
2021.05.11,13,,0.021,,0.11,0.07,0.001,,0.011
2021.05.11,19,0.07,0.018,1.0,0.18,0.11,0.001,0.01,0.008
