Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
08.11.2021,1,,0.005,,0.00,0.002
08.11.2021,7,0.07,0.003,0.3,0.01,0.005
08.11.2021,13,,0.010,,0.02,0.006
08.11.2021,19,0.07,0.006,0.5,0.02,0.002
09.11.2021,1,,0.000,,0.01,0.000
09.11.2021,7,0.07,0.006,0.3,0.01,0.002
09.11.2021,13,,0.011,,0.02,0.003
09.11.2021,19,0.07,0.014,0.6,0.01,0.002
10.11.2021,1,,0.006,,0.00,0.000
10.11.2021,7,0.07,0.009,0.4,0.01,0.001
10.11.2021,13,,0.008,,0.01,0.003
10.11.2021,19,0.07,0.014,0.5,0.01,0.002
11.11.2021,1,,0.005,,0.00,0.000
11.11.2021,7,0.07,0.008,0.4,0.00,0.002
11.11.2021,13,,0.011,,0.02,0.004
11.11.2021,19,0.07,0.013,0.6,0.01,0.003
12.11.2021,1,,0.000,,0.00,0.001
12.11.2021,7,0.07,0.006,0.4,0.01,0.002
