Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.12.14,01,,0.014,,0.09,0.000,,0.003
2021.12.14,07,0.17,,1.0,,0.001,0.024,0.005
2021.12.14,13,,,,,,,
2021.12.14,19,,,,,,,
2021.12.13,01,,0.014,,0.07,0.000,,0.002
2021.12.13,07,0.17,,0.6,,0.001,0.031,0.007
2021.12.13,13,,0.026,,0.21,0.001,,0.011
2021.12.13,19,0.17,,1.4,,0.001,0.080,0.008
2021.12.11,01,,0.013,,0.08,0.001,,0.003
2021.12.11,07,0.18,,0.7,,0.001,0.029,0.005
2021.12.11,13,,0.027,,0.15,0.001,,0.013
2021.12.11,19,0.17,,0.9,,0.001,0.093,0.009
2021.12.10,01,,0.015,,0.09,0.001,,0.004
2021.12.10,07,0.14,,1.3,,0.001,0.047,0.005
2021.12.10,13,,0.027,,0.19,0.001,,0.011
2021.12.10,19,0.18,,0.9,,0.001,0.102,0.010
2021.12.09,01,,0.012,,0.08,0.000,,0.003
2021.12.09,07,0.17,,1.2,,0.001,0.039,0.007
2021.12.09,13,,0.026,,0.21,0.002,,0.012
2021.12.09,19,0.17,,1.7,,0.001,0.108,0.009
2021.12.08,01,,0.009,,0.07,0.000,,0.002
2021.12.08,07,0.17,,1.0,,0.001,0.027,0.004
2021.12.08,13,,0.025,,0.18,0.001,,0.010
2021.12.08,19,0.17,,1.7,,0.001,0.097,0.009
