Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
04.11.2021,1,,0.008,,0.00,0.001
04.11.2021,7,0.07,0.012,0.3,0.00,0.002
04.11.2021,13,,0.010,,0.02,0.006
04.11.2021,19,0.07,0.013,0.7,0.02,0.003
05.11.2021,1,,0.005,,0.01,0.002
05.11.2021,7,0.07,0.010,0.1,0.01,0.003
05.11.2021,13,,0.008,,0.02,0.007
05.11.2021,19,0.07,0.011,0.5,0.02,0.005
06.11.2021,1,,0.000,,0.00,0.001
06.11.2021,7,0.07,0.006,0.3,0.01,0.004
06.11.2021,13,,0.009,,0.03,0.006
06.11.2021,19,0.07,0.012,0.4,0.02,0.003
08.11.2021,1,,0.005,,0.00,0.002
08.11.2021,7,0.07,0.003,0.3,0.01,0.005
