Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
30.12.2021,1,,0.009,,0.00,0.001
30.12.2021,7,0.07,0.012,0.1,0.01,0.002
30.12.2021,13,,0.017,,0.01,0.005
30.12.2021,19,0.07,0.014,0.2,0.02,0.005
31.12.2021,1,,0.008,,0.01,0.000
31.12.2021,7,0.07,0.012,0.2,0.01,0.002
31.12.2021,13,,0.015,,0.02,0.005
31.12.2021,19,0.07,0.012,0.5,0.01,0.003
03.01.2022,1,,0.008,,0.00,0.001
03.01.2022,7,0.07,0.014,0.3,0.01,0.002
03.01.2022,13,,0.016,,0.01,0.004
03.01.2022,19,0.07,0.014,0.4,0.02,0.002
04.01.2022,1,,0.008,,0.01,0.000
04.01.2022,7,0.07,0.013,0.5,0.01,0.002
04.01.2022,13,,0.014,,0.02,0.005
04.01.2022,19,0.07,0.013,0.3,0.02,0.003
05.01.2022,1,,0.008,,0.00,0.001
05.01.2022,7,0.07,0.011,0.3,0.01,0.002
