Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
29.11.2021,1,,0.010,,,0.001
29.11.2021,7,0.07,,1.1,0.06,0.003
29.11.2021,13,,0.020,,,0.010
29.11.2021,19,0.07,,1.4,0.12,0.008
30.11.2021,1,,0.013,,,0.002
30.11.2021,7,0.07,,1.2,0.09,0.012
30.11.2021,13,,0.022,,,0.008
30.11.2021,19,0.07,,0.6,0.12,0.006
01.12.2021,1,,0.017,,,0.002
01.12.2021,7,0.07,,1.1,0.08,0.005
01.12.2021,13,,0.027,,,0.007
01.12.2021,19,0.07,,1.0,0.12,0.004
02.12.2021,1,,0.014,,,0.001
02.12.2021,7,0.07,,1.0,0.12,0.003
