Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
22.11.2021,1,,0.011,,,0.002
22.11.2021,7,0.07,,1.2,0.07,0.003
22.11.2021,13,,0.020,,,0.008
22.11.2021,19,0.07,,1.7,0.11,0.006
23.11.2021,1,,0.014,,,0.002
23.11.2021,7,0.07,,1.4,0.06,0.004
23.11.2021,13,,0.024,,,0.008
23.11.2021,19,0.07,,1.9,0.07,0.006
24.11.2021`,1,,0.016,,,0.008
24.11.2021,7,0.07,,1.1,0.04,0.002
24.11.2021,13,,0.029,,,0.006
24.11.2021,19,0.07,,1.4,0.08,0.004
25.11.2021,1,,0.014,,,0.002
25.11.2021,7,0.07,,1.0,0.07,0.003
