Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.07.01,01,,0.008,,0.08,0.05,0.000,,0.005
2022.07.01,07,0.07,0.015,1.9,0.13,0.08,0.001,0.01,0.008
2022.07.01,13,,,,,,,,
2022.07.01,19,,,,,,,,
2022.06.30,01,,0.008,,0.07,0.04,0.000,,0.003
2022.06.30,07,0.14,0.013,2.3,0.11,0.06,0.001,0.01,0.007
2022.06.30,13,,0.017,,0.15,0.09,0.001,,0.016
2022.06.30,19,0.08,0.015,1.8,0.13,0.08,0.001,0.01,0.008
2022.06.29,01,,0.010,,0.08,0.04,0.001,,0.008
2022.06.29,07,0.07,0.015,1.9,0.11,0.07,0.001,0.01,0.010
2022.06.29,13,,0.024,,0.19,0.12,0.001,,0.017
2022.06.29,19,0.07,0.015,1.8,0.25,0.15,0.001,0.01,0.010
2022.06.28,01,,0.010,,0.05,0.03,0.001,,0.008
2022.06.28,07,0.07,0.015,2.3,0.07,0.04,0.001,0.01,0.011
2022.06.28,13,,0.020,,0.21,0.13,0.002,,0.019
2022.06.28,19,0.11,0.019,2.5,0.24,0.15,0.001,0.02,0.016
2022.06.27,01,,0.012,,0.08,0.04,0.001,,0.004
2022.06.27,07,0.07,0.017,2.4,0.11,0.06,0.001,0.01,0.008
2022.06.27,13,,0.015,,0.16,0.09,0.002,,0.017
2022.06.27,19,0.08,0.013,2.5,0.20,0.12,0.001,0.02,0.014
2022.06.25,01,,0.010,,0.07,0.04,0.001,,0.003
2022.06.25,07,0.07,0.015,1.7,0.10,0.06,0.001,0.01,0.007
2022.06.25,13,,0.017,,0.20,0.12,0.002,,0.015
2022.06.25,19,0.11,0.018,2.0,0.22,0.14,0.001,0.01,0.013
