Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.06.01,01,,0.010,,0.10,0.000,,0.002
2021.06.01,07,0.07,,1.5,,0.001,0.031,0.005
2021.06.01,13,,,,,,,
2021.06.01,19,,,,,,,
2021.05.31,01,,0.010,,0.10,0.000,,0.002
2021.05.31,07,0.18,,1.0,,0.001,0.025,0.006
2021.05.31,13,,0.022,,0.15,0.001,,0.008
2021.05.31,19,0.18,,2.1,,0.001,0.083,0.005
2021.05.29,01,,0.010,,0.10,0.000,,0.002
2021.05.29,07,0.18,,1.2,,0.001,0.039,0.004
2021.05.29,13,,0.020,,0.15,0.001,,0.007
2021.05.29,19,0.18,,1.9,,0.001,0.091,0.007
2021.05.28,01,,0.007,,0.09,0.004,,0.002
2021.05.28,07,0.18,,1.1,,0.001,0.061,0.005
2021.05.28,13,,0.023,,0.19,0.001,,0.010
2021.05.28,19,0.15,,2.4,,0.001,0.099,0.008
2021.05.27,01,,0.010,,0.12,0.000,,0.005
2021.05.27,07,0.18,,1.7,,0.001,0.055,0.006
2021.05.27,13,,0.012,,0.20,0.002,,0.011
2021.05.27,19,0.18,,2.3,,0.001,0.094,0.009
2021.05.26,01,,0.006,,0.10,0.000,,0.004
2021.05.26,07,0.18,,1.34,,0.001,0.047,0.006
2021.05.26,13,,0.023,,0.18,0.001,,0.012
2021.05.26,19,0.18,,2.7,,0.001,0.102,0.010
