Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
02.09.2021,1,,0.000,,0.01,0.002
02.09.2021,7,0.07,0.005,0.1,0.01,0.003
02.09.2021,13,,0.008,,0.02,0.004
02.09.2021,19,0.07,0.005,0.3,0.01,0.003
03.09.2021,1,,0.000,,0.00,0.000
03.09.2021,7,0.07,0.003,0.3,0.01,0.002
03.09.2021,13,,0.010,,0.02,0.003
03.09.2021,19,0.07,0.008,0.9,0.02,0.005
04.09.2021,1,,0.002,,0.01,0.001
04.09.2021,7,0.07,0.007,0.1,0.01,0.002
04.09.2021,13,,0.008,,0.02,0.005
04.09.2021,19,0.07,0.006,0.7,0.03,0.004
06.09.2021,1,,0.000,,0.00,0.000
06.09.2021,7,0.07,0.005,0.9,0.01,0.002
06.09.2021,13,,0.010,,0.02,0.004
06.09.2021,19,0.07,0.006,0.5,0.02,0.003
07.09.2021,1,,0.000,,0.00,0.000
07.09.2021,7,0.07,0.005,0.3,0.01,0.001
07.09.2021,13,,0.010,,0.02,0.006
07.09.2021,19,0.07,0.008,0.7,0.02,0.003
08.09.2021,1,,0.002,,0.00,0.002
08.09.2021,7,0.07,0.005,0.3,0.01,0.004
