Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
16.12.2021,1,,0.012,,,0.002
16.12.2021,7,0.07,,0.9,0.07,0.004
16.12.2021,13,,0.025,,,0.007
16.12.2021,19,0.07,,1.2,0.12,0.002
17.12.2021,1,,0.009,,,0.001
17.12.2021,7,0.07,,0.5,0.04,0.002
17.12.2021,13,,0.023,,,0.008
17.12.2021,19,0.07,,0.8,0.14,0.005
18.12.2021,1,,0.011,,,0.002
18.12.2021,7,0.07,,0.6,0.08,0.003
18.12.2021,13,,0.024,,,0.007
18.12.2021,19,0.07,,0.9,0.16,0.005
20.12.2021,1,,0.011,,,0.000
20.12.2021,7,0.07,,1.1,0.07,0.001
