Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.06.24,01,,,,,,,
2022.06.24,07,,,1.8,,,,
2022.06.24,13,,,,,,,
2022.06.24,19,,,,,,,
2022.06.23,01,,,,,,,
2022.06.23,07,,,1.4,,,,
2022.06.23,13,,,,,,,
2022.06.23,19,,,2.0,,,,
2022.06.22,01,,,,,,,
2022.06.22,07,,,1.5,,,,
2022.06.22,13,,,,,,,
2022.06.22,19,,,1.5,,,,
2022.06.21,01,,,,,,,
2022.06.21,07,,,1.6,,,,
2022.06.21,13,,,,,,,
2022.06.21,19,,,1.6,,,,
2022.06.20,01,,,,,,,
2022.06.20,07,,,1.5,,,,
2022.06.20,13,,,,,,,
2022.06.20,19,,,1.9,,,,
