Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
10.12.2020,1,,0.009,,0.01,0.002
10.12.2020,7,0.07,0.014,0.2,0.01,0.003
10.12.2020,13,,0.020,,0.02,0.004
10.12.2020,19,0.07,0.026,0.2,0.02,0.002
11.12.2020,1,,0.011,,0.00,0.000
11.12.2020,7,0.07,0.014,0.1,0.01,0.001
11.12.2020,13,,0.017,,0.02,0.004
11.12.2020,19,0.07,0.022,0.2,0.02,0.003
12.12.2020,1,,0.009,,0.00,0.001
12.12.2020,7,0.07,0.011,0.2,0.01,"0,003"
12.12.2020,13,,0.016,,0.01,0.003
12.12.2020,19,0.07,0.020,0.2,0.02,0.002
14.12.2020,1,,0.008,,0.00,0.000
14.12.2020,7,0.07,0.009,0.2,0.01,0.002
14.12.2020,13,,0.018,,0.02,0.005
14.12.2020,19,0.07,0.024,0.4,0.02,0.004
15.12.2020,1,,0.012,,0.01,0.002
15.12.2020,7,0.07,0.014,0.3,0.01,0.003
15.12.2020,13,,0.018,,0.02,0.005
15.12.2020,19,0.07,0.026,0.5,0.02,0.002
16.12.2020,1,,0.015,,0.00,0.000
16.12.2020,7,0.07,0.017,0.3,0.00,0.001
