Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.06.14,01,,0.010,,0.14,0.000,,0.003
2021.06.14,07,0.18,,1.1,,0.001,0.043,0.007
2021.06.14,13,,,,,,,
2021.06.14,19,,,,,,,
2021.06.12,01,,0.007,,0.12,0.000,,0.005
2021.06.12,07,0.18,,0.7,,0.001,0.043,0.007
2021.06.12,13,,0.020,,0.26,0.002,,0.003
2021.06.12,19,0.19,,1.0,,0.001,0.093,0.012
2021.06.11,01,,0.007,,0.09,0.000,,0.003
2021.06.11,07,0.18,,1.1,,0.001,0.038,0.005
2021.06.11,13,,0.023,,0.16,0.002,,0.012
2021.06.11,19,0.18,,1.9,,0.001,0.076,0.009
2021.06.10,01,,0.010,,0.09,0.000,,0.004
2021.06.10,07,0.18,,1.7,,0.001,0.061,0.006
2021.06.10,13,,0.020,,0.21,0.002,,0.012
2021.06.10,19,0.18,,1.5,,0.001,0.084,0.008
2021.06.09,01,,0.008,,0.10,0.000,,0.005
2021.06.09,07,0.18,,1.5,,0.001,0.040,0.007
2021.06.09,13,,0.023,,0.18,0.002,,0.013
2021.06.09,19,0.18,,2.9,,0.002,0.089,0.010
2021.06.08,01,,0.010,,0.13,0.000,,0.004
2021.06.08,07,0.18,,1.3,,0.001,0.046,0.007
2021.06.08,13,,0.022,,0.20,0.002,,0.013
2021.06.08,19,0.19,,2.6,,0.001,0.080,0.012
