Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
11.03.2021,1,,0.014,,0.01,0.002
11.03.2021,7,0.07,0.019,0.3,0.02,0.003
11.03.2021,13,,0.021,,0.02,0.005
11.03.2021,19,0.07,0.017,0.4,0.03,0.002
12.03.2021,1,,0.012,,0.01,0.000
12.03.2021,7,0.07,0.016,0.2,0.01,0.001
12.03.2021,13,,0.011,,0.02,0.003
12.03.2021,19,0.07,0.014,0.3,0.03,0.002
13.03.2021,1,,0.008,,0.01,0.002
13.03.2021,7,0.07,0.011,0.2,0.02,0.003
13.03.2021,13,,0.017,,0.03,0.005
13.03.2021,19,0.07,0.014,0.3,0.03,0.002
15.03.2021,1,,0.011,,0.01,0.001
15.03.2021,7,0.07,0.013,0.2,0.01,0.002
15.03.2021,13,,0.014,,0.02,0.004
15.03.2021,19,0.07,0.020,0.3,0.02,0.002
16.03.2021,1,,0.009,,0.01,0.000
16.03.2021,7,0.07,0.014,0.2,0.02,0.001
16.03.2021,13,,0.018,,0.02,0.005
16.03.2021,19,0.07,0.014,0.5,0.02,0.003
17.03.2021,1,,0.012,,0.01,0.002
17.03.2021,7,0.07,0.009,0.2,0.01,0.003
