Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
09.12.2021,1,,0.012,,,0.002
09.12.2021,7,0.07,,0.6,0.06,0.005
09.12.2021,13,,0.021,,,0.008
09.12.2021,19,0.07,,0.8,0.17,0.005
10.12.2021,1,,0.009,,,0.002
10.12.2021,7,0.07,,0.6,0.05,0.004
10.12.2021,13,,0.025,,,0.009
10.12.2021,19,0.07,,0.8,0.13,0.006
11.12.2021,1,,0.008,,,0.001
11.12.2021,7,0.07,,0.6,0.06,0.003
11.12.2021,13,,0.016,,,0.009
11.12.2021,19,0.07,,0.8,0.15,0.007
13.12.2021,1,,0.009,,,0.002
13.12.2021,7,0.07,,0.5,0.06,0.003
