Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
12.11.2020,1,,0.050,,,0.001
12.11.2020,7,0.07,,0.8,0.06,0.003
12.11.2020,13,,0.118,,,0.007
12.11.2020,19,0.07,,1.1,0.13,0.008
13.11.2020,1,,0.057,,,0.002
13.11.2020,7,0.07,,0.9,0.10,0.002
13.11.2020,13,,0.169,,,0.005
13.11.2020,19,0.07,,1.1,0.18,0.005
14.11.2020,1,,0.041,,,0.001
14.11.2020,7,0.07,,0.6,0.05,0.003
14.11.2020,13,,0.116,,,0.004
14.11.2020,19,0.07,,0.9,0.13,0.005
16.11.2020,1,,0.047,,,0.002
16.11.2020,7,0.07,,0.6,0.07,0.002
