Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
15.08.2022,1,,0.007,,,0.001
15.08.2022,7,0.07,,2.3,0.03,0.005
15.08.2022,13,,0.005,,,0.010
15.08.2022,19,0.10,,1.6,0.05,0.008
16.08.2022,1,,0.002,,,0.002
16.08.2022,7,0.07,,1.3,0.05,0.004
16.08.2022,13,,0.012,,,0.011
16.08.2022,19,0.07,,1.5,0.07,0.005
17.08.2022,1,,0.003,,,0.003
17.08.2022,7,0.07,,1.4,0.03,0.006
17.08.2022,13,,0.008,,,0.012
17.08.2022,19,0.07,,1.7,0.08,0.014
18.08.2022,1,,0.003,,,0.002
18.08.2022,7,0.07,,1.4,0.02,0.005
